AU06_r,AU12_r,sigmas,pis,as,bs
0.1551595272779815,0.17087004108370102,"[[  5.74056276e-03   3.23944935e-05]
 [  3.23944935e-05   7.82789437e-03]]",0.2751852549296916,[ 3.3878893   2.92162847],[ 18.44698837  14.17691292]
0.27770343235310746,0.3145844827232257,"[[ 0.00613676  0.00062385]
 [ 0.00062385  0.01188472]]",0.11772199087755746,[ 8.79922809  5.39283122],[ 22.88647351  11.74988089]
0.04235860473764181,0.10322473459378918,"[[  4.44232517e-03  -8.35253072e-05]
 [ -8.35253072e-05   5.31604975e-03]]",0.27136871211548513,[ 0.34443195  1.69424727],[  7.7869017   14.71894355]
0.46079742965933757,0.5701752724183897,"[[ 0.01018329  0.00234201]
 [ 0.00234201  0.01196532]]",0.043783115617911254,[ 10.78224447  11.10823812],[ 12.61685408   8.37390826]
0.029793922571059638,0.003969861325793963,"[[  4.11499632e-03   2.44848382e-05]
 [  2.44848382e-05   2.22582044e-04]]",0.2919409264593545,[ 0.17949677  0.1       ],[  5.84511333  25.08979677]
